regionName,statename,StateCodeFIPs,JulyValue16,JulyValue17,Julyvalue18,Julyvalue19,Julyvalue20,Julyvalue21,JanValue22,Febvalue22,MarValue22,AprValue22,MayValue22,JunValue22,JulyValue22,2020HousingUnits,2021HousingUnits,pop20,pop21,Unemployment_rate_2016,unemployment_rate_2017,unemployment_rate_2018,unemployment_rate_2019,unemployment_rate_2020,unemployment_rate_2021,MedHHIncome2020,MedHHIncomePercent2020
Gonzales County,TX,48,123114,132304,139018,146452,149620,169150,180509,183884,185320,186228,186615,189008,192266,8928,8970,19653,19641,4.2,3.5,3.1,2.7,5.4,4.3,"55,363",83.8
Montague County,TX,48,108952,113367,118652,121964,125763,138221,149962,154688,156909,159477,160986,164275,167330,10255,10294,19969,20409,5,4,3.2,2.9,6.6,5.1,"56,012",84.8
Lampasas County,TX,48,154681,164654,174439,182792,186939,212318,232480,238567,240593,243033,244446,248740,253111,9718,9794,21707,22252,4.2,3.8,3.8,3.3,5.4,4.8,"69,051",104.5
Deaf Smith County,TX,48,75391,83312,88466,94077,98022,113755,122617,125958,127153,129173,130678,132662,134069,6974,6977,18503,18329,3.1,3.1,2.8,2.7,3.6,3.7,"51,412",77.8
Llano County,TX,48,251788,263705,282627,291314,299077,338050,367190,377115,380608,384515,386863,393739,400484,15268,15562,21249,21978,4.2,3.8,3.7,3.5,5.7,4.8,"60,706",91.9
Lavaca County,TX,48,161474,174250,185378,192332,202254,227219,245064,251151,252591,254412,255161,259544,263866,10463,10488,20338,20544,4.2,3.6,3.1,3,5.2,4.5,"57,999",87.8
Eastland County,TX,48,73158,78181,81611,84509,87107,97998,104871,107438,108508,109863,111003,113320,115354,9350,9377,17754,17864,5.5,4.3,3.4,3.3,6.7,5.8,"50,317",76.2
Young County,TX,48,91522,96602,100066,103621,103839,115727,125447,128719,129882,131056,131928,134203,136418,8540,8551,17839,17977,4.4,3.8,3.3,3,5.3,4.5,"54,569",82.6
Bosque County,TX,48,110586,117538,123629,127722,130786,146935,159891,163955,165312,168605,171198,175507,178356,9291,9321,18239,18503,4.3,4,3.7,3.4,5.5,4.6,"58,056",87.9
Falls County,TX,48,80527,84674,86260,86208,88921,96980,106891,109418,110308,111665,112777,115570,117944,7424,7444,16961,17313,4.4,4.3,3.9,3.3,6.1,5.3,"44,590",67.5
Gaines County,TX,48,133334,144544,152050,158064,162990,180737,192794,197191,198606,200411,201627,204635,207893,7648,7675,21701,21895,3.7,3.1,2.6,2.4,5.6,4.6,"63,528",96.2
Frio County,TX,48,79756,86773,90087,92230,93559,98932,105202,108134,109388,110952,111530,113105,114141,6344,6366,18366,18436,4.9,4,2.9,2.6,5.7,4.8,"47,007",71.2
Burleson County,TX,48,138720,146402,153945,159728,162830,184830,200027,205489,207897,209823,211185,214518,218135,9382,9471,17644,18051,4.7,4.2,3.6,3.1,6.4,5,"64,836",98.2
Scurry County,TX,48,83480,90184,96452,100420,101968,114722,120326,122613,122824,123774,124221,125837,127485,6889,6890,16931,16824,5.9,4.4,3.4,3.2,8.2,6.7,"57,158",86.5
Leon County,TX,48,154660,164956,174970,181330,190619,217364,237446,243899,246811,250081,252110,256886,261261,8911,8982,15727,15959,6.5,6.4,5,4.4,7.8,7.1,"52,878",80.1
Robertson County,TX,48,127031,132841,141587,149345,154227,169658,187018,191964,194130,196132,197514,200916,203279,8444,8592,16740,16958,5.1,4.8,4.2,3.6,6.4,5.3,"55,218",83.6
Lee County,TX,48,181557,194432,206529,215859,222508,256810,281192,289249,292480,295377,297480,302877,308375,7872,7925,17499,17706,3.8,3.3,3.1,2.6,4.9,4.3,"61,444",93
Pecos County,TX,48,0,0,0,0,123556,142742,153177,156472,157625,159065,160006,162097,161753,5809,5870,15165,15118,5.9,4.7,3.7,3.3,8.3,7.1,"52,792",79.9
Nolan County,TX,48,68401,73214,78407,80658,82502,87355,91593,92508,92284,93496,94100,95185,95978,7122,7120,14721,14597,4.8,4.1,3.3,2.9,5.4,4.8,"41,720",63.2
Karnes County,TX,48,108044,117488,125594,134418,141548,154868,167217,170820,172158,173843,174085,175951,177252,5811,5889,14721,14754,4.9,3.5,2.9,2.5,6.3,5.2,"56,006",84.8
Andrews County,TX,48,134101,148544,161087,169967,178496,198724,210367,214015,214669,216783,217809,220941,223659,7065,7099,18612,18440,4.7,3.1,2.4,2.3,8.2,5.9,"76,600",116
Trinity County,TX,48,99448,105753,111096,115785,118961,134741,146648,150281,151613,153150,154364,156661,158732,8187,8249,13623,13827,6.1,5.6,5.2,4.8,8.1,7.3,"47,685",72.2
Newton County,TX,48,93116,102140,107571,112529,103460,108407,119096,121070,120924,120841,119716,121304,121597,6389,6447,12163,12241,7.9,8,6.8,6.3,11.1,10.4,"45,769",69.3
Jackson County,TX,48,120444,127604,134975,141605,144790,163303,176776,181207,182368,183934,184687,187356,190002,7001,7027,15000,15121,4.7,4,3.3,3,5.8,5,"56,101",84.9
Zapata County,TX,48,80117,86551,88231,93364,95336,104933,112190,114871,115485,115749,115743,116724,117885,6168,6207,13884,13908,10.8,7.5,5.6,5,12.2,12.1,"39,876",60.4
Lamb County,TX,48,46102,50079,52725,55880,58236,65226,70928,73079,74103,75094,75849,77529,79465,5881,5890,12984,12898,6.5,5.2,4.4,3.8,5.2,5,"48,123",72.9
Comanche County,TX,48,106804,114798,121265,126922,130900,147878,160632,164913,166837,169686,171862,175679,179462,6916,6934,13600,13775,4.3,3.7,3.6,3.2,5.5,4.6,"47,282",71.6
Dawson County,TX,48,62076,67540,71670,76728,79789,89095,96173,98420,99618,100672,101760,103304,104979,4858,4854,12439,12413,5,4.9,4.3,3.9,8.7,7,"47,233",71.5
Reeves County,TX,48,0,0,0,0,135280,154038,175328,177808,179610,182332,185288,188386,190824,5082,5155,14730,14487,5.3,3.6,2.1,1.8,7.2,5.9,"64,863",98.2
Madison County,TX,48,146762,155108,164288,181895,180252,198047,214180,218980,221191,223854,225157,229246,232957,5061,5089,13445,13718,5.1,4.8,4.4,4.2,7.2,6.2,"58,674",88.8
Callahan County,TX,48,99749,105264,117021,123271,126219,142048,152683,156405,157459,158874,160007,163030,165957,6494,6530,13750,14115,4.3,3.7,3.4,3.1,5.4,4.6,"54,862",83.1
Wilbarger County,TX,48,64942,68900,71820,73269,72824,78516,84690,87331,88024,88679,88968,90141,91552,5834,5831,12846,12731,4.7,4.7,4.2,3.6,5.9,6.6,"51,774",78.4
Morris County,TX,48,82270,87124,89999,91877,92582,100265,108247,110927,112277,113457,114033,115702,117482,5790,5800,11963,12030,10.9,8.7,6.6,5.3,11.2,10.5,"45,122",68.3
Red River County,TX,48,62456,67277,73319,76079,76559,83911,90567,94026,96613,99779,100840,101987,103455,6139,6167,11550,11555,5.8,5.3,5.5,4.6,6.4,5.9,"46,727",70.7
Terry County,TX,48,71597,76764,77440,80290,85065,82701,90258,92351,93068,93358,94200,96140,98022,4789,4794,11792,11754,4.8,5.1,4.1,3.6,7.3,6.1,"47,292",71.6
Camp County,TX,48,0,106758,117289,121437,119178,132236,141311,145303,146713,148037,149091,151808,154835,5780,5806,12450,12616,6.9,5.7,4.9,4.2,7.4,5.9,"43,130",65.3
Zavala County,TX,48,64982,70646,73465,73430,73066,76795,83022,84348,84250,84849,85607,87688,89755,3923,3940,9652,9534,13.9,11.3,9.7,8.5,14.3,12.7,"34,898",52.8
Live Oak County,TX,48,124517,133599,137483,143004,145354,156893,169484,174136,175557,176846,177410,180636,183687,5934,5962,11343,11377,5.9,4.7,3.8,3.1,7.5,6.8,"54,031",81.8
Rains County,TX,48,132212,141740,155356,160497,165673,185090,205880,210799,212215,214493,216425,220912,224710,5825,5877,12199,12509,4,3.6,3.5,3,4.7,3.9,"59,195",89.6
Sabine County,TX,48,0,0,109056,116176,118771,135873,144633,147645,149074,150980,152590,155648,158220,7579,7648,9881,10039,9.4,8.7,8,6.6,10.8,9.5,"51,046",77.3
Clay County,TX,48,100169,106941,112059,115233,115223,128827,138757,142588,144072,145810,146702,149069,151919,5132,5152,10245,10263,4.4,3.6,3.2,3.1,5.5,4.9,"62,763",95
Ward County,TX,48,94831,104676,112032,120292,127216,139757,150329,153307,154139,155466,156078,158092,159649,5140,5146,11656,11194,5.7,4.1,2.6,2.4,9.5,7.2,"57,257",86.7
Franklin County,TX,48,153061,163613,171799,177124,180360,208100,224836,230263,232205,234894,237091,241793,245905,5092,5107,10366,10464,4.9,4.7,4.2,3.6,5.4,4.4,"58,927",89.2
Marion County,TX,48,101480,105996,108382,113219,114183,118167,126632,129835,131364,132583,133472,135990,138311,5550,5603,9752,9645,7,5.7,4.5,4.2,8.3,6.9,"42,024",63.6
Runnels County,TX,48,59555,65258,69068,70369,73821,79877,84397,86237,87233,88521,89610,91060,92750,4985,4987,9921,9943,4,3.7,3.2,2.8,4.9,4.1,"50,972",77.2
Blanco County,TX,48,294441,316689,337408,356206,374060,429865,471805,483387,489557,496426,502282,512316,522371,6063,6103,11454,11886,3.1,2.8,2.6,2.4,3.8,3.3,"66,383",100.5
Parmer County,TX,48,91392,98001,105187,109168,111646,122093,130404,133131,133553,134029,134397,135991,137368,3737,3740,9851,9813,2.5,2.5,2.4,2.2,2.6,2.9,"61,989",93.9
Ochiltree County,TX,48,0,0,0,0,0,120378,128921,131713,132636,133488,134019,135659,137178,4332,4337,9960,9782,5.3,3.7,2.8,2.7,5.8,4.6,"71,477",108.2
Dimmit County,TX,48,90603,94545,107093,111686,110525,111569,119797,122803,123563,124548,125727,127814,130372,3983,3998,8563,8473,7.1,5.1,3,2.5,6.4,5.7,"42,788",64.8
Stephens County,TX,48,78241,83517,88080,90895,92019,101354,110249,114206,116421,118162,119554,122217,124525,4655,4660,9079,9173,5.3,4.6,3.6,3,6.1,4.9,"48,911",74.1
Mitchell County,TX,48,0,0,0,69393,70049,78103,82921,84433,84749,85180,85178,86088,87084,3685,3688,8985,9070,7,5.5,4.2,3.7,7.9,7.1,"46,156",69.9
Brewster County,TX,48,171933,185293,193107,200001,200470,227817,242916,247991,249543,250976,253765,257707,261114,5937,5972,9566,9450,3.8,3.5,3.4,2.9,6.6,4.5,"48,537",73.5
Archer County,TX,48,124243,131645,134968,139019,141181,158710,169882,174035,175271,176766,177756,180641,183662,3873,3922,8557,8681,4.3,3.4,3.1,2.8,5.3,4.2,"69,566",105.3
Jack County,TX,48,105453,111002,113654,122686,127253,140111,153731,158827,160791,162121,162708,165995,169192,3787,3798,8492,8712,5,3.8,2.5,3.2,7,5.5,"56,028",84.8
Coleman County,TX,48,60756,65172,70339,71963,73168,81371,88157,89933,90237,90980,91484,93057,94644,4876,4884,7671,7735,5.8,4.5,4,4.1,7.3,6,"43,623",66
San Augustine County,TX,48,98954,102698,114822,119046,122583,138999,146470,146672,149871,151086,152869,154373,157605,4740,4770,7919,7922,8.9,7.5,6.5,4.8,9.6,8.2,"45,781",69.3
Hamilton County,TX,48,105386,116505,125385,129403,133277,154989,174629,179324,182420,184718,187144,190524,194262,4331,4340,8230,8229,4.9,4,3.3,3,4.6,4.1,"52,840",80
Somervell County,TX,48,216301,228501,240203,249263,254632,292121,316787,324820,327735,331373,333994,340873,347321,3935,3965,9214,9469,4.8,4.6,4.2,3.6,6.5,5.2,"67,984",102.9
McCulloch County,TX,48,64370,69654,76586,79731,83403,97497,105587,108296,109222,110496,111134,112785,114374,4219,4218,7567,7533,4.5,3.6,3.3,5.2,7.5,6.5,"47,617",72.1
Castro County,TX,48,93104,97849,106051,110379,111635,126567,135797,139743,141499,142969,143745,146189,148325,3016,3016,7337,7374,3.1,3.3,2.9,2.8,3.6,3.5,"55,139",83.5
Yoakum County,TX,48,0,0,0,0,0,0,0,0,158941,159021,159814,162139,164810,3011,3020,7669,7607,4.8,3.6,2.9,2.9,12,7.8,"67,132",101.6
Swisher County,TX,48,65557,68083,71902,74202,75042,83473,90193,92637,94264,95326,96731,97861,99021,3033,3031,6957,7008,4.3,4.1,4.3,3.7,5.2,4.9,"39,897",60.4
Refugio County,TX,48,88335,92809,97648,103607,106269,112536,121868,125075,125379,125804,125563,127373,128958,3263,3344,6747,6756,6.6,5.6,4.6,3.7,8.2,6.7,"48,433",73.3
Brooks County,TX,48,55517,61646,66433,69069,72879,73724,77556,79379,79729,79829,80025,81166,82479,3096,3100,7030,6994,11.8,8.3,6.5,5.1,10.7,9.2,"33,513",50.7
Goliad County,TX,48,159283,173116,188630,202537,206883,239095,259534,265167,265468,265315,265911,269510,273154,3505,3517,7005,7163,5.8,5,3.8,3.4,7.8,6.6,"54,970",83.2
Bailey County,TX,48,0,0,0,0,81095,91663,97667,99528,100368,101376,102186,103745,105367,2746,2747,6859,6835,4.4,4.3,4.4,3.7,4.8,4.9,"48,259",73.1
Winkler County,TX,48,66951,74710,80302,88817,97417,107916,115071,118715,121601,123909,125072,125526,125830,3218,3218,7749,7415,7.7,5.2,2.9,2.9,9.4,7.7,"77,960",118
Childress County,TX,48,53571,57599,60464,63701,61537,68850,72594,74261,74629,74769,75061,76175,77504,2823,2819,6648,6736,3,3,2.7,2.7,3.7,3.6,"45,473",68.8
Dallam County,TX,48,0,0,67494,74598,77887,88530,98612,102052,103767,105482,105874,107417,108926,3040,3046,7116,7172,2.2,2.2,2,2,2.8,2.6,"55,253",83.7
Floyd County,TX,48,0,0,0,55094,57424,58368,60879,61209,61300,62044,62491,63188,63381,2601,2597,5378,5350,5,5.5,5.2,4.4,6.2,5.8,"44,256",67
Carson County,TX,48,89780,94398,98498,101823,104391,119070,128333,131563,132558,133988,134638,136925,138979,2776,2778,5808,5746,3.3,3.3,2.8,2.6,4.2,3.9,"66,597",100.8
San Saba County,TX,48,0,0,0,0,118637,143982,154551,157433,159121,161314,164192,170142,175575,2833,2837,5730,5827,3.4,3.3,3.1,3,5.2,4.7,"48,349",73.2
Crosby County,TX,48,52009,52184,53971,55636,57009,60209,64360,65637,66178,66822,67261,68200,69025,2652,2658,5098,5106,4.4,4.2,4.7,4,5.3,5.6,"42,804",64.8
Lynn County,TX,48,0,0,0,0,0,0,0,0,0,0,0,194306,194612,2527,2526,5606,5688,4,3.8,3.3,3,5.5,4.3,"51,003",77.2
Haskell County,TX,48,0,0,61144,63366,63352,70431,72968,74414,74518,74887,74989,76341,77760,3074,3079,5424,5411,4.2,4.8,3.9,3.3,4.3,3.9,"44,847",67.9
Wheeler County,TX,48,0,0,0,80730,78230,93291,97637,99411,100088,100694,101907,104276,106917,2598,2599,4980,4927,4.8,4,3.2,3,6.1,6.2,"49,838",75.5
Delta County,TX,48,81920,87818,92201,98074,98843,111825,123536,127165,129003,131382,133567,137613,141192,2422,2434,5233,5392,3.8,3.4,3.5,3.4,5.5,4.9,"50,456",76.4
Mills County,TX,48,128565,164523,186757,210780,232398,287281,304449,307759,310203,313429,316635,322672,327030,2529,2532,4439,4480,4.2,3.6,3.5,3.3,4.1,4.4,"49,089",74.3
Martin County,TX,48,162764,176224,190035,205067,212034,241835,257574,263533,265905,268241,269348,273752,278500,2119,2126,5250,5211,4.4,3.3,2.5,2.6,6.1,4.8,"73,367",111.1
Kimble County,TX,48,0,0,0,154517,165443,171619,214545,223720,234241,240613,249792,260135,268798,2769,2777,4289,4365,3.8,3.6,3,3,5,4.1,"47,894",72.5
Crane County,TX,48,104650,117427,124112,134849,140733,153387,160896,165165,167004,168729,169268,171459,173750,1824,1828,4668,4680,8.6,5.3,3.9,4,13.6,9.6,"67,547",102.3
Fisher County,TX,48,0,0,0,75701,77613,91968,92307,94469,95237,96282,96243,97222,97967,2109,2110,3677,3706,4.3,3.6,3.2,2.9,4.5,4.2,"52,828",80
Donley County,TX,48,65871,67980,72047,75674,77513,83898,88285,90735,92170,93417,94327,95565,96843,1943,1947,3269,3268,4,3.7,3.5,3.4,4.4,4.1,"57,526",87.1
Kinney County,TX,48,0,0,0,0,81627,89312,97210,98761,99310,101038,102340,104916,106615,1522,1528,3127,3130,5.8,5.6,4.4,3.6,5.9,5.5,"62,557",94.7
Shackelford County,TX,48,0,0,116472,116871,125043,146760,141603,146142,149470,154085,153518,157696,161001,1571,1574,3122,3212,3.8,3,2.3,2.2,5.3,4,"64,931",98.3
Reagan County,TX,48,100999,109333,119174,126097,130883,150622,162220,165892,166726,168003,168266,170473,172597,1476,1482,3376,3253,6.2,3.9,2.5,2.6,9.8,7.7,"66,711",101
Hall County,TX,48,0,0,0,0,0,53489,56644,57939,58055,58022,58040,59129,60378,1743,1741,2801,2845,6.7,6.2,4.5,4.2,5.8,5.4,"36,654",55.5
Real County,TX,48,160546,177382,179943,185430,191896,217571,233283,237621,240616,243838,245439,249424,252829,1659,1673,2743,2826,5.7,5.7,5,3.9,6.5,5.9,"43,076",65.2
Armstrong County,TX,48,110466,116089,122883,127452,127647,144586,154163,158222,160158,161479,162045,164263,166873,844,846,1847,1839,2.8,2.6,2.7,2.7,4.3,3.6,"62,256",94.3
Salt Lake County,UT,49,301004,328013,358022,383289,410390,518214,570192,585101,596296,609385,618880,620795,615281,430658,440493,1186236,1186421,3.1,3,2.8,2.5,5.1,2.8,"79,294",101.9
Utah County,UT,49,291506,311946,340442,364874,386666,502318,550425,560446,567895,582948,592294,596436,591050,194247,201906,663143,684986,3,2.8,2.7,2.4,3.8,2.3,"81,804",105.2
Davis County,UT,49,275783,299802,326638,351387,377152,486051,543042,555559,567197,577987,580474,578565,572003,115638,118003,363492,367285,3.1,3,2.7,2.4,4.1,2.4,"92,253",118.6
Weber County,UT,49,208000,233830,258310,281619,306604,403372,452314,462733,474809,483268,487866,485685,481285,96038,98399,262828,267066,3.7,3.5,3.3,2.9,4.9,2.9,"72,091",92.7
Washington County,UT,49,266018,285041,314750,333399,353334,457226,534454,541223,545344,550472,558352,565965,571155,75401,78974,181924,191226,3.6,3.4,3.2,2.9,5.4,2.9,"71,904",92.4
Cache County,UT,49,223589,241581,260178,286203,303576,376661,437095,448452,460464,472775,482421,489668,491795,44162,45693,133527,137417,3,2.7,2.5,2.1,3,2,"65,391",84.1
Tooele County,UT,49,216972,243033,271746,293416,311788,394387,449925,457900,466582,472454,481099,486374,490463,23204,24125,73281,76640,3.7,3.5,3.2,2.8,4.7,2.9,"79,101",101.7
Box Elder County,UT,49,199882,218622,241462,260083,0,348035,395431,401778,407822,418233,427394,438935,443958,19594,20118,57908,59688,3.4,3.2,2.8,2.6,4.4,2.4,"73,926",95
Iron County,UT,49,194195,206399,221615,236932,248039,322264,356600,362821,364458,366109,368962,375935,383175,21865,22699,57640,60519,4.2,4,3.3,2.9,4.5,2.8,"52,942",68.1
Summit County,UT,49,662396,703735,732576,787029,818202,1003418,1210699,1257550,1306402,1363341,1407295,1445489,1468123,25767,26073,42452,43093,3,3,2.8,2.4,7.2,2.9,"115,756",148.8
Uintah County,UT,49,197246,211649,223865,230089,231039,267203,288900,292599,291773,290987,290591,294702,298954,13671,13736,35618,36204,9.1,5.9,4.4,4.2,9.3,5.6,"63,282",81.4
Sanpete County,UT,49,162747,176200,192955,207669,218728,281691,308718,313903,314869,316173,319108,325958,332567,10249,10321,28508,29106,3.9,3.8,3.5,3.1,3.8,2.8,"55,033",70.8
Wasatch County,UT,49,392803,425164,468292,504257,530721,657671,728063,741292,744340,746711,751222,764884,779090,14592,15099,35032,36173,3.3,3.2,3,2.7,6.5,2.9,"87,098",112
Sevier County,UT,49,159475,169923,182427,195203,208680,253044,278518,283200,284036,284222,285912,291852,298598,8535,8642,21546,21906,4.3,3.7,3.4,3,4.3,3.3,"56,318",72.4
Duchesne County,UT,49,187088,198884,212344,219674,221365,262074,284386,288774,289245,289594,291130,296255,301051,8747,8859,19581,19790,8.6,5.5,4.3,3.9,7.8,4.9,"61,709",79.3
San Juan County,UT,49,157428,170589,186440,199660,202920,246092,271409,275394,275957,276368,276259,278768,282121,5499,5550,14525,14489,7.8,6.8,5.9,5,10.3,6.3,"50,686",65.2
Millard County,UT,49,135296,147654,161618,171724,175876,217313,241127,244774,245319,246464,249491,255127,260883,4918,4979,13015,13164,3.2,3.2,3.1,2.7,3.3,2.4,"60,316",77.5
Juab County,UT,49,190145,209151,232406,253426,271088,340055,374507,380113,380711,382161,384781,392107,399907,3833,3940,11824,12155,3.5,3.3,2.8,2.5,3,2,"70,086",90.1
Morgan County,UT,49,329359,363507,399823,429449,446783,552278,609264,620103,622236,623809,627413,638470,650499,3722,3825,12392,12657,2.9,2.8,2.6,2.4,3.4,2.1,"103,746",133.4
Grand County,UT,49,290393,319089,348942,379774,397104,486062,536446,546147,547164,548994,551690,561154,569418,5225,5335,9681,9663,5.7,5.2,4.5,3.9,9.5,4.4,"58,852",75.7
Kane County,UT,49,202054,219252,235887,254398,256308,321688,366268,372086,374039,375627,379222,386451,394484,6026,6260,7673,7992,3.7,3.3,3,2.9,5.3,2.9,"58,352",75
Rich County,UT,49,241670,272582,288966,313490,334518,432596,485899,495945,499265,503181,509736,522777,532289,3112,3169,2504,2597,3.1,3.1,3,3,3.5,2.3,"75,531",97.1
Daggett County,UT,49,164023,178720,196452,208768,212879,265747,294089,298309,298207,299034,300513,305849,311409,1142,1155,952,976,5,4.9,4.2,3.8,4.6,3.6,"63,461",81.6
Fairfax County,VA,51,526895,538346,555571,569259,600118,670813,687414,699267,709660,718470,721290,720790,718849,427505,428440,1148472,1139720,3.2,3,2.4,2.3,5.8,3.5,"132,509",167.4
Virginia Beach City,VA,51,263345,270662,274924,279696,294609,333216,357534,360080,363407,366909,371486,374616,377034,190321,190983,459373,457672,3.9,3.5,2.8,2.7,6.2,3.7,"73,961",93.4
Prince William County,VA,51,354626,363864,383211,388628,409986,484368,501158,508103,516561,524465,529048,530742,530656,158847,160111,482738,484472,3.6,3.4,2.7,2.5,6.5,4,"111,117",140.4
Chesterfield County,VA,51,224237,236902,246286,256383,267956,309115,326082,332371,336851,342237,346285,350974,355071,139437,142357,365566,370688,3.8,3.6,2.9,2.7,5.8,3.6,"83,598",105.6
Loudoun County,VA,51,484886,502214,523151,541612,567914,663983,704241,712104,719394,727887,735125,737028,733973,142774,145131,422597,427592,3.1,3,2.5,2.3,5.3,3.1,"155,362",196.3
Henrico County,VA,51,217791,233737,243855,255062,267795,302291,323401,323077,322997,324105,329514,334843,339754,141112,142776,334298,333554,3.8,3.6,3,2.8,6.4,4,"80,105",101.2
Norfolk City,VA,51,192507,196470,202984,210911,220867,248166,264496,267258,270513,273273,276167,278858,281335,101506,102417,237591,235089,5.2,4.6,3.6,3.4,8.7,5.7,"51,401",64.9
Chesapeake City,VA,51,258986,267893,270972,281566,290528,330212,351132,355263,359335,362720,365603,368867,373012,95041,96037,249679,251269,4.2,3.7,3,2.8,6.1,3.8,"80,402",101.6
Arlington County,VA,51,654956,674654,686356,728823,772582,809892,806661,815555,823124,830241,833572,836950,838411,119184,119447,238766,232965,2.6,2.5,2,1.9,4.4,3,"125,004",157.9
